"SHA","Message","","",""
"59c4f825c01fb9e511cafc35b25514420f3b0e19","Fixes #138358","","",""
"db98aa9a4cf2b5c57b6e2c2a1c0ba754df7fa640","Fix codicon color/placement for ButtonWithDescription","","",""
"b074f691617c080df58a9491b128456ec3087053","Fix #139355","","",""
"bd8c42ac446e6ff801702d7fac7009afa13ee318","Fixes microsoft/monaco-editor#2842: Keep static members with initializers that might have side effects","","",""
"64e323d4cede0669815c5fb1a7a1a7e0d1bd5d26","Fix validated link caching","","",""
"88fcbd84e08c1bf4945f27cf62b20132d82f0af9","Fix auto replies smoke tests","","",""
"3caaec47a03a0b1d1877cf9837401a9817e05627","Fix formatting","","",""
"d338a3a0d0688ac5e4ec4d009a035293d1729939","Fix #139181","","",""
"fb7d55b13a2cd06f003fb041d4934af76892f085","Fix #139053","","",""
"ccaf6516cb4b6fca084081c0e5282846f08fa1cf","Fix mouse coordinates when editor is scaled using transforms","","",""
"0165b0b2a543ae365cf4b75abce3d7f5b20d67bc","Fix rendering of decorations and selections when editor is scaled using transform","","",""
"724181f4d8d942c70376b2d58c276c40f998861a","Spawn EH process with --expose-gc when in extension tests. Fix #139139","","",""
"a9b5849093aa3dac0a6bd3e5dc3d46d1ac8c4d1d","Fixes #137655 and #138915: Position the code lens view zone as close as possible to the next line","","",""
"0528be81396c3d490e35a3f655a0474c377e139a","Fix typo in watcher.ts","","",""
"bd12165fd2a10a9e129b5c80bf89a34310ba3689","Fixes #138804: Improve logging to contain also the extension id","","",""
"ae3b03a7eb4a42d38d5c7b812326891e607659af","Fix npm.scripsExplorerExclude for multiroot Fixes #138826","","",""
"7e266b2c427222011a66486b2d7ac3e4a9953f11","Fix localhost requests in webview","","",""
"b823936907f86ded04a152a4af202d0fc8423522","Wait for window to connect before starting browser smoketests Fix #138045","","",""
"9f454a39b3449625c804b470376188822b4745c3","Fix md preview trying to update its content on dispose","","",""
"182052d414ad0decf31dd9ca9a973a9c2bcdd060","Breakpoint widget should use editor font configuration Fix #138946","","",""
"e0b80bfb6d9613746886be6c85cdfde00ac4e6f8","Make method async so we don't mix thrown sync exceptions and rejected promises Fix #139054","","",""
"29796a726feea3ef22cd9fbe1b81f66924261bc8","Fix typo","","",""
"e0bc2399260059ba63bafa18cd4a71338e045e0a","Merge branch 'roblou/interactiveWindowCollapse' Fix microsoft/vscode-jupyter#8203","","",""
"7d5de2d44924f72a30e85947d9170cb93d0a7249","Fixes microsoft/monaco-editor#2822","","",""
"455b2c4c06851a78b109a50f289d2d7cb2a87d09","Don't refresh explorer while editing an entry Fixes #112293","","",""
"7617c0c1f29a131d8bc972ca94851374e52d692e","Revert ""Fix running composite tasks again""","","",""
"838cbd5223a78266ed416899a80a810238d82048","Fix build problem matcher Fixes #139089","","",""
"9d17de9716a2d322ee35047255d200c4bd1d170a","Fix running composite tasks again Fixes #139089","","",""
"f6efdf9be2f84d1c0a2a85922deb7ad9ce83fa82","Fixes #139072: Trigger viewport tokenization when a content change event occurs","","",""
"7139b088c8e165fb95e2bf9b9c7abeba21ab0707","Fix #139013","","",""
"f0f5baffb914af0046d6376b01a72990876d7bcf","Fix #124066","","",""
"fd364a20fcf7d165f9d7dc0760e92a68ea857d8c","Don't allow tasks to be started too fast Fixes #118238","","",""
"33e3cb4e3547417cdaff5f17e3dc0d3cfab8ff0e","Fix tests for link change","","",""
"67c2797e2841798f9ed4098f82b3ad13b9ad1ade","Fix terminal.integrated.cwd with predefined variables (#137023)","","",""
"9893857d4b0c7d0ad44ba43c4014d0dbfeab7ee6","Handle ""clear search results"" cancelling running search Fix #138841","","",""
"e5637ce9afd0cd0fdf02b7e5985ebb0fa3370bed","Fix #138748","","",""
"5f75c4a41091ac36faea06bf86965d507ce77fa8","Fixes #136286.","","",""
"77e1ce431a9eff0b9430252e2ebd3aa6157e2157","Fix terminal queueing in tasks (#138654)","","",""
"327c71fdef2cb910c2a0dc545dccd81e406fc94f","Allow duplication of task shell args Fixes #136459","","",""
"36687f38cb5b19f68dbe5c8e8269b28c46131242","Fix safeDisposeTerminal tests","","",""
"0c202aa22a8a6eceadcf519351ab37cdd4fd17a7","Improve multiple lock file warning Fixes #138174","","",""
"52e20877aa540907b81fe31effcea1ba5c92b162","Fix #138272","","",""
"258ca4f8a26e748b304c2474644677e84f3a886e","Fix #138492","","",""
"322a4c631bc70c4ede37b02d9d129ddbf15c10aa","Fix #138490","","",""
"fbc01b955e1a970fdb3303ea717ee963243acd1b","Fix #138591","","",""
"3422499170d31fe1b0eb5ef7d2b61520a3afd888","Force focus cell editor when needed Fix #138544","","",""
"df97a577be1d3f8848e7bb1b8f97fe669086af71","Fix whole word matching strategy","","",""
"a5c5b6a062ea5f115b1f30d83e302ae9b8369b43","Strip out icons in the native hover. Fixes #2488","","",""
"7af42b4d9bfdccfc4fee67f6e602e0656454e076","Fixes #118365: Remove 'Droid Sans Fallback' from default Linux font family because it causes rendering problems for Korean glyphs","","",""
"9ec4aed235245afa2bba1ca85a335094232a83b0","Fix #135360","","",""
"b2e10fed3fe90f014f0de12474c0cb3348b9d275","Implement round-robin classifier Fixes #136688","","",""
"1ffb4149d78dfb0247d41edad85969989a561581","Fixes use of accessor after await.","","",""
"a2da2566b591404c8844d0039e03b0ec253e3f47","Fixes #137866: Keep the web worker extension host iframe origin stable by storing it in local workspace storage","","",""
"26ccfac24517c22561b3a1ceab170b326501ccdc","Fix command line building for linux -> Windows remote Part of #5989","","",""
"0c2038d32d3d24e4d90dcb949bc92579955f2224","Fixes #138247","","",""
"925807b77db7dc215738f9df2ce4e4e1ede85217","Fix find on web not handling next properly","","",""
"e88394000fe7f7d46add98307c949ba37eabd737","Fix markdown outline for cases without a space after `#`","","",""
"715754bc2013bf5ab6e7930ef52e0aa5ba33babc","Remove 10k limit on copying text search results Fix #138431","","",""
"7663e88b076502e1a7adb5ee81cd7ba65b38a0bc","Fix treeshaking problems","","",""
"2f898c4c98a9a4fb7bfef4fc5682e03a4a360359","Fixes #138157: Remove option `_enableBuiltinExtensions`","","",""
"95a9378519a945f147d5e8547b62cdf0b91bb2c8","[json] add 'Clear schema cache' command. Fixes #138524","","",""
"c515bf8c5e6c9d04aa4571d621f01fa26e19ba65","make sure theme is loaded when restoring it. Fixes #138422","","",""
"8541d5b225cf6847dd2cf45a43778e1047766702","Improve docs on QuickPickItem.picked. Fixes #138070","","",""
"f0f375d7eb4026dc842cbbf4811b94b9a9338f03","add text clarifying when buttons can be used. Fixes #138204","","",""
"f0654a2f62f40ab3c13362a468be9ac67c7dc39c","Fix #138361","","",""
"c9aab8fca7c3a1f5f3b0f8ac415a25bdb43fa4ed","Fix tasks with linux to Windows remote Fixes microsoft/vscode-remote-release#5989","","",""
"cca3e817a2608225d4ae8715308195c91f765bad","Fix #136334","","",""
"a78af4e44dc3a12459064380f37dc89382fd70de","Fixes test failures.","","",""
"75455fd428a4839bc9e7e38b9936bb8060b81091","update request-light. Fixes #136267","","",""
"7fd177d4941e44e64dba2a95a2ee9c632ebc6a5c","Remove array from autoamtion profile schema Fixes #138290","","",""
"60ea8cb8ba1519d8496b4b327d06519cb4ab8664","Fix #138262","","",""
"e8775192044daaadbfe624388bec1145cc59ee8f","Fix #138140","","",""
"2c90237001a93327971b05cbcbde27b8ff151412","Fix #138234","","",""
"0519295e3fc3a3b76a48279a8cfc42dabcf893e4","Fix #138271","","",""
"365cda0acd2fb3f0ffd24f9e9967d4a724165d0c","Fix #138130","","",""
"112ca126f6f86387f6054e8d55544d97f72f34ef","Fix #138233","","",""
"40cb966b4cf3c8ef04f9717d49ed4923b6cbc803","List of themes from MP flash after more themes arrive. Fixes #138137","","",""
"86456bddabf845ec841eb50bcc144f45af773c87","Cannot read property 'theme' of undefined: TypeError: Cannot read property 'theme' of undefined. Fixes #138138","","",""
"9057a71b61db7a4690059236421dadd7bbb3efa1","Overriding color theme is not picked when changed. Fixes #138160","","",""
"821e05d3213322120b8391143dae33114642c443","Fix #138214","","",""
"1db7410fbc36a5ee6b58ef59dd9f26af61b12d71","Default product icon preview doesn't work. Fixes #138201","","",""
"29ea2755e84a9698ef806bec26ce9f83e254a0c5","Fix #137974","","",""
"7549d51a10e3b8deb6969c5952268eefdbccdb50","Fix #138192","","",""
"bdc02bd0970653d58469da73b39154d453d7fc73","Fix #138217","","",""
"06fad2502567607294313d19e3351272d5727aea","Fixes #138185. Unicode highlight hover is no longer shown for unicode characters in comments.","","",""
"9fee800d6877636f2e04981968621171aa8d9688","Fix #138231","","",""
"fad4e14fd719ace2cfde7a6cb3fbe4a628e68d78","Add default snippet for automationProfile Fixes #138249","","",""
"28820da7d873c640415838bd2965ff97247fbec3","Fixes #138059. Changes unicode highlight color from red to orange.","","",""
"a227323c7f1d47821bf6ade7bbb1358c307239b1","Fixes #138184","","",""
"3f7a6f0ebdb621e04ab122f6f5acdfbf56c92a24","Fix #138128","","",""
"d6f24e10d55b337bb09f5e8f39b8011fa4856d82","Fix regression related to git.scanRepositories","","",""
"d477eb1ee30fda8b17e2290e2b79207f1d366047","Fixes #137512 by removing the href to #.","","",""
"585cf3780109465a344e4b8cfcc1d73b58babdac","Fixes #138163 by removing unnecessary deriveFromWorkspaceTrust from some options.","","",""
"16b9fc761b46e8279b5a67c7770d1d1f93d3e504","Fixes #138165 if trusted","Tue"," 30 Nov 2021 16:10:10 +0100","pending"
"0f599cb02f9a4ac9df2b7cc5ba8f8e97517187d3","Fixes #138122: Option 'disableExtensions' is deprecated","pending","",""
"66603ad3fe8cf23e8422bfe6c44792fda36dbe8f","Fixes localization mistake.","","",""
"4ee3ed1ff239dd9b51cd07ed8a35e29ca9d441c2","Fix #138154","","",""
"8587a5d837d4f9c8ede2f615ba9e974585a9eb6b","Fix layer breakage","","",""
"3febecac20f00eedbbcc13348ea27146f4d60eeb","Make tree view specific visibility fix Fixes #136802","","",""
"827f76521d33a61c19e92160649a0a6af8bad132","Fix #138127","","",""
"b9cf83f70bb6b4697b544a97c7056dfd28fccc5f","Show raw cell language ID when an extension is not installed for that language Fix #136051","","",""
"db95d3c179ed6cff7e56605ff226b49257942afd","Fix #136811","","",""
"06f34325ad78705cafaeec1ced2ebdca26d6f45a","Fix #125490","","",""
"31fff5074d286d845d6de9e1bbc09aafa266a062","Fixes #138095: Do not touch the textarea during a `compositionstart` event","","",""
"ff009a1e5041fccdc731e5f0257ca55498ceb59f","remoteCli: Fix compile error","","",""
"dd56064202fbdc6cf530d007b236b6e9e3c63237","Fix Emmet removeTag tests","","",""
"d659e4135b68480f6025d21c6edc47a68238de95","Fixes #137907 by disabling unicodeHighlight for the output pane.","","",""
"0c48cf395ffb19cc3cdb323a77b540f74d3ad7ed","Fix handling of notebook links in untitled files","","",""
"950423beced7ceb28062c7377c8271bbfd54b762","Fix #137409","","",""
"9d24ab4a29db56076d3826cf88b3cd1d4fefe18e","Fix grammar in task configuration error message. (#137898)","","",""
"595d893fdc1b73a0d2ac53fecca77c9316ed50fe","Fixed typos. (#135729)","","",""
"2eacc42cf3ec8975fc2d1c7089531c44e034a0fd","Fix perf issue for InstallAnotherVersionAction","","",""
"e2adc711f3897c6fd76f0a72a316f717b423f00f","Fixes lint error.","","",""
"22a1d0b1d21bda17a656678a29592276257bdb39","Fixes presentation of code point.","","",""
"f853123bff8e4c32e014e4fa3568bb049c8a25f5","Fix #137870","","",""
"2f8fb0b32e4382bb3c1944172c974fa2b0000ea0","workbench.colorCustomizations not working after the latest update. Fixes #137867","","",""
"26fe37ca3d9dcc934ffcacd82443a38c9b192dd0","Revert ""Have setting the value trigger the filter. Fixes #137279""","","",""
"008a52e298de8d3502374f298b432e7412bc8a13","Fix typo","","",""
"57ca9b99d5b6a59f2d2e0f082ae186559f45f1d8","Fix #137703","","",""
"4eb6b3832de7c5b44d3e5176735c58402fcdb697","Fix #46851","","",""
"602c83b7bcb66b6ed25577f8b144fe9be3824361","Fix a few typos in doc comments","","",""
"556ce85c823408f2dab61f8bc2604be074ba4c1f","Fixes #137568 (#137570)","","",""
"2932ec095dd95631aafb3fbc11aca5731f3ca62c","Add retry to quickaccess tests Fix #137733","","",""
"075ba020e8493f40dba89891b1a08453f2c067e9","Fixes #137000. SelectedCompletionInfo now has the members completionKind and isSnippetText.","","",""
"96c7611280c859f271d716a108e39e736eaff2b4","Fix #135245","","",""
"b43aa6c4eabbfdd016f155d811e5416954a67a95","Fixes #137225. The range of the active bracket pair must now strictly contain the cursor position.","","",""
"336a6a5ac1a72338b7afe963e03df17e1b8d8705","Fix typos","","",""
"f4e58732b9adc29b29685d18b1315790c6760ec7","clearSessionPreference works again + test. Fixes #137615","","",""
"df082d6c2d3b6564c5c78bd55f7aa3e249e5affb","Fixes schema.","","",""
"145e3802769319046f6fb35db76c5ca85b8ae1a1","Fix copy in process explorer","","",""
"74e7864370241df106ff7a330a8aaf2a3b6735a5","Fix ctrl+delete to correctly send alt+d (ESC + d)","","",""
"3c0f5b2aaedc8733fac7b3cb60ba2f996e20a6eb","Fixes #134234: Remove `__uniqueWebWorkerExtensionHostOrigin` option","","",""
"6add87d4512711440c3a3e302d629d36f774a98d","Fixes #132912: Insert a neutral character to check what its token type would be when deciding to auto-close a pair","","",""
"a36f0976ba0b884b0095bc71bda31f0f47c2abcd","Fix jupyter issue 8316 - Jupyter renderer extension not used for IW","","",""
"3c7bc14d8c379d0e91348bc6be04e17a33ffda45","Fix terminal find z index","","",""
"ec4b7e10abcccd84ea87734deea9aef559629ec1","Fix fetching remote backends for attach session command","","",""
"9ed1645650cc03cf5f4ff46a7558a62ebafc82f4","Fix terminal grace time constants in remote","","",""
"f13f5832fdf6e4177aff257d32b3c57c443d32c7","[json] when downloading JSON Schema files","pending","",""
"d3aabc5449fa9aa3e98c0f07d0790905d3647845","remoteCli: support opening new windows","pending","",""
"6b52ad88d6ca2de112359c62f6073bebafaa1d21","Fix #136774","","",""
"08aeb7f34d3807f1585c7e62280fb6c0b1e88265","Update input options to include hover feedback (Fixes #137441)","","",""
"4f87975515564e4d3c8e6eaeb8783ec094bbca24","Fix fetching remote backends for attach session command","","",""
"09de7dafc531c58be45e9401bd833001d251cd6e","Fix terminal grace time constants in remote","","",""
"8aeceae0990ef3ae61ca395d67fc2af879b0d1c8","Fixes nits from code review.","","",""
"a3f6aadf28d62c8bdb014f01b8b292072b7df6d6","Fixes #117264: Abandon tokenizing a line after 500ms if possible.","","",""
"9fd6ee7095e76a304556c06bbef16fc4f05cf697","Fixes #73656: Do not activate extensions if the search for glob patterns from `workspaceContains` times out","","",""
"7fbe563c0a528e35d19c5cf9562b1bc2a38777d8","Fixes #136937: Do not log extension activation canceled error if the extension host is going down","","",""
"c30fc3d415d70bbdb898a0ddbff0e8c9892c31fc","Merge pull request #123071 from Pranomvignesh/Fix-keybindings-title","","",""
"15f172106187324b960cf4f12a1af42c112d1eca","Fix logging","","",""
"d7f92d9f140e92b3dcb1fd17efbce3e2bb8a8bea","Fixes microsoft/monaco-editor#2339: Listen to `focusin` and `focusout` and refresh the dom focus tracker state","","",""
"24ba24e3298baf980cd6f9ea68b29353f7a45aa9","Fixes #137337: Respect theme colors when generating CSS for scrollbars","","",""
"6651f8ab436fa7e2061f59e53ff45411bb6b3101","[json] Adapt language status indicator. Fixes #137288","","",""
"722cbe1910f9d6572fe0ce30c22220a16f1f3c72","Fixed minor typos and grammar mistakes in README and CONTRIBUTING (#134282)","","",""
"08890fbfe1809bbbb0d5ed85297fd9f8531a27ea","Fix #137399","","",""
"c1c103dee729b6f702c1c5272d25b24ea9664d48","Have setting the value trigger the filter. Fixes #137279","","",""
"59c53002de27a34712d72ec56ad29c8d9f92f1b7","Fix spelling","","",""
"8133e1fc5ebb895e9767dc1196740735ae01aafb","Revert ""have set value on the QuickPick/InputBox simply set the value on the input. Fixes #137279""","","",""
"dfbaecd969ab50111ea2516e766fb976de39198b","have set value on the QuickPick/InputBox simply set the value on the input. Fixes #137279","","",""
"3d796ced55af8e96421aff2b609383bf418364fa","Fix terminal service unit test","","",""
"6af8133890f5e30ba90d8c907a8992f826c91115","Fix remote unit tests","","",""
"9f1e991680ee735b35063e1dced1612a4131daa7","[json] update diagnostics when schema changes. Fixes #137309","","",""
"35a8a611406d1e2223d7ac7dda06a5d86f3be0f6","Fix #137239","","",""
"f1051d94c0e2564a04df9137916925d486e71407","Fix ToC category and extension names sorting","","",""
"5109e2e12a67e763995d8e62847916be7fd0ed69","Fix #136424","","",""
"68519fc4440cbb8deae954a5070928cb69f43682","Fix #137085","","",""
"2fe3c26ff74daebeb651a988141d35ba8dd21a9a","Update unsupported debug type warning on context key updates Fix #137219","","",""
"a2772026524263c592c12634d61700c87d86cc53","Fix #136482","","",""
"90ae587a5586fc6c933b58c166683d77937082a5","Fix indentation","","",""
"c33965ab7510ed8cd0ae8759f6b74d623155699a","Fix terminal dnd feedback","","",""
"ddd2f5901ec52551f740f697ad2ca0ee3daa3d39","Fix terminal detach session","","",""
"049e0eafa31513b21095d0ed6220522e78911911","Fix running ""execute above/below"" commands from command palette Fix #136766","","",""
"231fe61ab5787ac1cc50052a3099ad861bd2960a","Add setting to exclude scripts from NPM scripts view Fixes #71635","","",""
"a34113483b96899037c95b03b52b32584521898a","Task description: ""User settings"" -> ""User"" Fixes #89448","","",""
"2be31eebb1a55cd8c24be48e97488931cd62eeb0","Improve task numbering for task quick picks Fixes #91440","","",""
"b1dc0b0ebf7d4f4c20464601878fb8e2c2549b32","Fix task arguments with Windows remote Fixes #93437","","",""
"fff34ad86b7f1b651323d6f709ebaa7456058d80","Fix test input","","",""
"daa8095ccf6a81c6808f0a8306e4e3874bee87c0","Fix xterm layering problem","","",""
"df681dcbfed9e82192a8359f7aff869541be915d","Add link to task when contexts documentation Fixes #104000","","",""
"23f79187b90e03edb930aad4c456b67b98598518","Include workspace files tasks in recent tasks Fixes #109454","","",""
"22b53c1acfc905cc91be28e46812d3b73890df76","Add contextualTitle for NPM Scripts Fixes #111994","","",""
"317ae334899de42a77ae0f65c2c8feb9b46c89dc","Fix handling of integer parse errors","","",""
"4e8450ad93346ef2b6c4a78cfe5e58ed623ddd37","Fixes #135440","","",""
"bd25c294cd7d5d0fbc347be77a76d9aef0685b5c","Fix incorrect event","","",""
"9efa55c4192af76307846c48ccfdda151b02cc9f","Improve appearance of NPM scripts tree Fixes #123091","","",""
"9923e8ec1ec781ba2a5e13ee08b3ee603c012636","Variable resolution in contributed custom execution Fixes #136746","","",""
"1d6fe7bdc8f29d50a2c7a6cfe806b5b1d72e2353","Fix #136732","","",""
"c06bf8757a3418b64c5dc25d88f8e6475d10257a","Fixes #136540: Do not eat up error or fall back to the next provider in case an error is thrown","","",""
"bf32baf62be2393e79d5e7f43a903560b4c89e43","Fix hygiene error","","",""
"0f19baf1cf45d2ecd885a67f4a01bdc37be31d4e","Fix spelling","","",""
"8d9df0103032d448e73a1b27a0fda1b573fa19a2","Fix #136710","","",""
"5bfaf29f2bbcfeb057f68f5df0ffcec33b9dbf18","Fix layering problem","","",""
"1a6e4fcfeb3b974373d80e74627035400ca81405","Add privacy and protocol to tunnels API Fixes #124334","","",""
"cd823d88f4b39d5f7f9a232628ad13caa70a9519","Avoid browser restricted ports in port forwarding Fixes #131831","","",""
"96b9fe6e2be782d1839740b1b3746742d6e93f4d","Fixes #136622: call `extractControlCharacters` before introducing empty line parts for line decorations","","",""
"f0abd6442b35360ba51678c4322708a422281dcd","Fixes microsoft/monaco-editor#2758: Remove sourceMappingURL directive that points to missing file","","",""
"e08f4b5bce2951e6934ea557c1d018cdaa4e483d","Fixes #136711: Improve rendering for decorations using `showIfCollapsed` and enlarge their mouse hover range","","",""
"49efe65bc3769cff56182bfd5ce881fa4654ca6a","Fixes #136824 by tweaking css.","","",""
"262f25a2113b0d0a71c7e62f0d524298c0629118","fix description of html.format.wrapAttributesIndentSize. Fixes #136767","","",""
"d0e27858b528e39b2d24ca44703434f8df3d4b95","Don't show error when cancelling dialog from ""Create launch.json"" Fix #136741","","",""
"0fed1d8d6f29abcd1a9048b5371568a3f630c1b8","Fix build","","",""
"c30ffc4a7ee3c0a0b72c21d7f8e7c9c317420c2d","Fix problem with duplicated entry points","","",""
"13bf498e45ffa0a98d93db1bc2b1209f5062f6a8","Fix compile error","","",""
"4849b6ed4166211586d3a0cfec659db42f808b62","Fix variable spelling","","",""
"ac29daaf3b35fe21fb9121312b1f37851d650ce8","Fixes #136771: update to Electron v13.5.2 and pass `--ms-enable-run-as-node` together with `ELECTRON_RUN_AS_NODE`","","",""
"36b7d6e8bc24533c9b649f3811949ee9f80f241b","Fixes microsoft/monaco-editor#2750","","",""
"5a0d53823bf643399df80e20132f53c929d63aa5","Fixes microsoft/monaco-editor#2660: If available","pending","",""
"d2587206e45be30cc398f3173285f424bb635878","Fixes microsoft/monaco-editor#2650: Move scrollbar style participant down to the editor layer","","",""
"9472f261093ca7a1a6ac7b07c03614db2a707b27","Fix #136700","","",""
"bf14040d7f81af2b4d0936682cc2416b492b7678","Fix #136732","","",""
"3f56153091e7a0abfc79b2b01582ab603d2c4ddd","ðŸ’„ (Reordering Symbols","pending","",""
"056fa407c67758b38b515256775dfcd4f3c504aa","Await workspace trust in auto tasks Fixes #136715","","",""
"b614fb5db84b3ac07fc3e8b12c69c1dd581924ce","Fix highlighting of dollar amount at start of line in md files","","",""
"4cbb56de953a48f862562a1e310d9a75ef79679c","walks up dom tree to select previous element. Fixes #114590","","",""
"472b3e5447c6fa1cc1323a5177509ce53fe80162","Fixes LineBreakData unit test.","","",""
"d6cc630086c29e7015e21e714e0331c0f5064fec","Fixes bug when normalizing positions around injected text.","","",""
"0600ecc75b0305426d94d099f15027b05cb2be27","Fix problem location URI Fixes #136588","","",""
"39c7f7b1a6f3892a9365638bcf845f2d6231e0a1","Fixes nits.","","",""
"b2185337aa31a2c426bdaaacfe0e3962bc478890","Fix #118835 to check ListSelectionNavigation","","",""
"73c9f9853d0ccc58d4416870960890ea0523c03e","Fix slashes in windows test","","",""
"5993f56abe1701d6cc0f71520a93fe5951383c32","Remove LocalSearchService","pending","",""
"3df135c388eb4a805f60a047b3d283c15f38caab","Fix jupyter version number","pending","",""
"29c5f2d3948551d4f890e7f4b19f330704755800","Show an error when opening an old unsupported jupyter format Fix #136544","","",""
"76dab1d2f7e8333dfd4a48b94b49d67d93bb7f51","Simplify list.clear Fix #118835","","",""
"60af1d383ca160fd5b2db135aa06f3185fb21978","allow hover of detail. Fixes #101874","","",""
"e4efcb3be9bcdc46edeb02d49361d18c205c6940","Drive letter on Windows remotes Fixes #135762","","",""
"3d3e502e7223e219f5b38000bf52cdd57e087ed9","Allow ts files for gulp tasks Fixes #136418","","",""
"9d092bc97a8ec1050dc83bdb43ed3603aa74fccb","Fixes #136470 by not firing ""onDidChange"" when there was no change.","","",""
"552af97a0170b43c9323bec62211feb184da9749","Add a welcomeView message when no debugger extensions are enabled Fix #136450","","",""
"8970935a23a817077f07efe09c703354a1547560","Fixes #123592: Move extension host spawning to the shared process","","",""
"2c083a7bc92a86077f32a0d700c3821b76372e62","Fix errors in typings","","",""
"18e854aa339e813f26adf8864a34967a22288943","Elevate if needed when restoring ports Fixes microsoft/vscode-remote-release#5776","","",""
"999ef6915e9d9f93abe9003d061c792807734391","Don't show tasks error on folder open Fixes #135803","","",""
"fc03bd351805a1ceb0ca3ed860bdba9d71b1e750","Fix eslint duplicate key error","","",""
"516bc19e999eab71b1440f4820f6deef5623fcf2","Fix md preview reverting to original version when switching away","","",""
"323e7fd65368e386a884b3760f1c03c5e7850107","Recompute editor height when collapse state changes Fix #136400","","",""
"88c39ebdf05c9cb4ed64a31546956f1ac432f2b9","Add ""collapse/expand all"" commands Fix #129488","","",""
"a14ebdfec4d9ad53bbc34ab94a4311b928c68dd8","Remove inputCollapsed and outputCollapsed metadata","pending","",""
"ebd2d0ae7b60567c46ec39c3e84600c6ee9c36c2","Fix terminal process manager test","","",""
"657e3da4f6034cb7259fdd15252d5926371a4c77","Fix terminal profile service test","","",""
"a865bed813e9cf01ebbc3c6ee3a05d672bb366f3","Kill ripgrep process when file search is cancelled. Previously we only cancelled the part of the search that happens in our process","pending","",""
"3e6039efb4490c87e961cafc1f8ee86e186988f7","Fix simple file dialog save as when filenames overlap Fixes #135838","","",""
"7adb0ee21f0e6687e411d9163925690771c63b9e","Fix tilda replacement in simple file picker","","",""
"b1084be4dad7777cdbad27c16fcfed57476f1041","Fix remote terminals by using RemoteTerminalService again temporarily","","",""
"32fbe4c4003844cde461c1f4728f3612df277743","Only allow tilda shortcut at beginning of path Fixes #135375","","",""
"78394284d5ccdaabf35c4d2184a139ce15bc3221","Fix ports view action alignment Fixes #135305","","",""
"8ef66a20ab8ff705d16a43cdd5a355adbdd2c8f3","Fix unit tests","","",""
"29edcf2a4f6d810f976043c753d7febb921f2274","Order of task sources","pending","",""
"5829f824b830ac4af970f45205e87aa84243ff0c","Fix #136259","","",""
"c937ab0fb6b38aa165c6b961dfd5c9606dd77b79","Fix #127789","","",""
"44435f33e1545811233288d951cfe5f82c59fd52","Fixes #116939: Escape unicode directional formatting characters when rendering control characters. Also turn on `editor.renderControlCharacters` by default.","","",""
"1944e5d1335c5f298df5330371df1f7a7cd085d4","Fix #135935","","",""
"fd3b9ada8e826d8d16c3591374959aa783bf3548","Fix #135093","","",""
"c17da20cbade41e75de5a4a97aa15595566fd957","Fix #131675","","",""
"662b9779e807d52e9b936813d356a8d290a84640","Update execution order support when kernel changes Fix #122639","","",""
"6fca14b779216459b6ea9a73f8dc2353d2a8200f","Fix #133015","","",""
"bfcc4f8f223846de8c8f5e8f574c4fcba661129e","Fix #135395","","",""
"717a622b3c4942cd17602c6c684096e46f2a917b","Fixes #136170 (#136171)","","",""
"fe8ee4ce8f4c0b5bcd7eecb8bc5e799eea1c4aa9","Fix #135477","","",""
"8b8e1d1dfaf6fa6e42c4ca2743c40a012c4ac455","Fix up markdown centering","","",""
"338b390cdb98ac888bfc9b50892ae41cdda7bf0b","Fix #129733 Fix #125400","","",""
"45e8ea48867d67d50b6419c91d91c2d50a3a92f9","Narrow list of word separators. Fixes #123915","","",""
"be9522f78ce16b5b8417ee40c950ad4144550242","Fix unreliable terminal splitting for depends tasks Fixes #134431","","",""
"e06d19cfbcd964af8d9f69202c56319d7a9b922a","Fix #136295","","",""
"61cd6437a0cc94a5b6b537ce3a3ae99c9bb0cc0f","Fix timing bug for back-to-back CustomExecution tasks Fixes #131926","","",""
"c4e1daa46ddc2cca6a1c8735dfa0e8b5744e651e","Fix #133324","","",""
"827639c994d3021a49fa8e28bbe4a54145f98c5d","Fix #136275","","",""
"1a36e0b932eecd93ecbe6342be36f019672ea6a0","Fix slashes in test on windows","","",""
"a553a13098c8a885f2cd14aedca31982ad2718e7","Fixes #136175 (#136176)","","",""
"003b522f3fd612f08a288df5d095821ce690ff40","Fix warning log when running tests","","",""
"b4dd1f6e0b9fb5c746c28ae7191c8145b0a45779","Fix #134214","","",""
"b2494d777f441ebf41cdf5d7355315adad5a9d9b","Remove unused search process code Fix #133654","","",""
"a67fff8e7fb8334463457f9d1098142922d53041","Show color widget title on load (Fixes #136224)","","",""
"6f3f66426186f834caf3eff8f46e15b1b3fe5d2a","Fix #131708 (#135741)","","",""
"4e12faaecebb7984bef524076f5fa2a3850823fb","Fixes #135596","","",""
"b70ee4d5fdfe9d3bd0e78c71e270384dc77ded9c","Fix LineDataEventAddon register call","","",""
"6172685f83858f66c21f6c90e454f09cce589718","Fixes #45629: Try to align textarea's cursor with our cursor by scrolling the textarea's content","","",""
"ff1e16eebb93af79fd6d7af1356c4003a120c563","Fix #136009","","",""
"bc0692cc2581ceb73bc7df8a629094e62e222907","Fix #135708","","",""
