3.x: Merge as() into to() (#6514)
Merge branch 'master' into cast
Merge pull request #402 from benjchristensen/event-stream-http
Merge pull request #400 from benjchristensen/distinct-comparator
Merge pull request #397 from benjchristensen/apache-async-http
Merge pull request #399 from benjchristensen/pull-390-element-at
Merge branch 'element_at' of git://github.com/zsxwing/RxJava into pull-390-element-at
Merge pull request #398 from benjchristensen/merge-385-any
Merge branch 'any' of git://github.com/zsxwing/RxJava into merge-385-any
Merge pull request #396 from samuelgruetter/idiomaticscala
Merge branch 'master' into idiomaticscala
Merge pull request #394 from benjchristensen/issue-388
Merge pull request #393 from benjchristensen/parallel-operator
Merge pull request #391 from brad-uk/master
Merge branch 'master' of github.com:Netflix/RxJava into completenesstest
Merge pull request #382 from mattrjacobs/remove-old-rximplicits
Merge pull request #389 from samuelgruetter/idiomaticscala
Merge branch 'master' of github.com:Netflix/RxJava into groupBy
Merge pull request #381 from jmhofer/mapWithIndex
Merge pull request #380 from jmhofer/distinct-with-comparator
Merge pull request #379 from jmhofer/interval-multiple-subscribers
Merge pull request #378 from benjchristensen/tests
Merge pull request #377 from benjchristensen/distinct-merge
Merge branch 'distinct' of git://github.com/jmhofer/RxJava into distinct-merge
Merge pull request #374 from jmhofer/distinctUntilChanged
Merge pull request #373 from jmhofer/throttle-debounce-fix
Merge pull request #376 from samuelgruetter/idiomaticscala
Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala
Merge and work on RefCount
Merge pull request #368 from benjchristensen/throttle-and-debounce
Merge pull request #369 from benjchristensen/reduce-and-scan-covariance
Merge and work on RefCount
Merge and work on RefCount
Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala
Merge pull request #371 from benjchristensen/retry
Merge pull request #370 from benjchristensen/zip-collection-to-iterable
Merge branch 'throttleFirst' into throttle
Merge branch 'throttleLast' into throttle
Merge branch 'throttleWithTimeout' into throttle
Merge branch 'operation-throttle' of git://github.com/michaeldejong/RxJava into throttle
Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala
Merge branch 'operation-throttle' of git://github.com/michaeldejong/RxJava into throttle-merge
Merge pull request #364 from benjchristensen/tests
Merge pull request #363 from benjchristensen/reduce-covariance
Merge pull request #362 from benjchristensen/operator-first-merge
Merge branch 'first-firstDefault' of git://github.com/jmhofer/RxJava into operator-first-merge
Merge pull request #361 from benjchristensen/issue-359-varargs
Merge pull request #356 from jmhofer/interval
Merge pull request #355 from jmhofer/skip-while
Merge pull request #354 from jmhofer/count-sum-average
Merge pull request #353 from benjchristensen/take-unit-test
Merge pull request #352 from abersnaze/groovy-wrapper
Merge branch 'master' of github.com:Netflix/RxJava into idiomaticscala
Merge pull request #350 from jmhofer/swing
Merge pull request #351 from benjchristensen/window-fix
Merge pull request #349 from benjchristensen/window-operator
Merge pull request #348 from benjchristensen/switchOnNext
Merge branch 'OperationWindow' of https://github.com/RallySoftware/RxJava
Merge window operator commit to master
Merge pull request #347 from benjchristensen/scala-unit-tests
Merge pull request #346 from benjchristensen/BlockingObservable
Merge pull request #344 from daveray/covariant-support-clj
Merge pull request #345 from benjchristensen/unit-test-cleanup-with-create
Merge pull request #343 from benjchristensen/covariant-support
Merge branch 'super-extends' of git://github.com/jmhofer/RxJava into covariant-support
Merged in master so that the gradle pull request build has a chance to work again
Merge pull request #341 from quidryan/update-gradle-wrapper-Aug2013
Merge remote-tracking branch 'build/multi-project' into update-gradle-wrapper-Aug2013
Merge pull request #1 from benjchristensen/super-extends-additions
Merge pull request #332 from benjchristensen/issue-329-unit-tests
Merge pull request #330 from daveray/issue-327-clojure-build
Merge pull request #325 from daveray/clj-fn-metadata
Merge pull request #324 from benjchristensen/0.11-cleanup
Merge pull request #323 from mattrjacobs/static-core
Merge pull request #4 from daveray/static-core-clj
Merge pull request #3 from benjchristensen/static-core
Merge pull request #2 from benjchristensen/static-core
Merge pull request #2 from jmhofer/reactivate-core-tests
Merge pull request #322 from mttkay/master
Merge pull request #321 from benjchristensen/android-merge
Merge pull request #318 from mttkay/android
Merge pull request #316 from benjchristensen/fix-slow-unit-test
Merge pull request #315 from benjchristensen/onError-to-throwable
Merge pull request #314 from benjchristensen/map-error-handling
Merge pull request #312 from petermd/fix-errorresumenext
Merge pull request #311 from daveray/update-javadoc
Merge pull request #281 from michaeldejong/operation-buffer
Merge pull request #305 from jmhofer/master
Merge pull request #308 from NorthNick/master
Merge pull request #309 from josephwilk/typos
Merged master into buffer-operation branch
Merge pull request #303 from benjchristensen/pull-267-combineLatest
Merge branch 'combineLatest' of git://github.com/jmhofer/RxJava into pull-267-combineLatest
Merge pull request #290 from abersnaze/issue103
Merge pull request #302 from rgerasimen/patch-1
Merge pull request #284 from benjchristensen/issue282-groupBy-fixes
Merge pull request #288 from benjchristensen/issue282-PublishSubject
Merge pull request #287 from benjchristensen/error-handling-and-validation
Merge pull request #285 from DavidMGross/master
Merge pull request #280 from DavidMGross/master
Merge pull request #279 from DavidMGross/master
Merge pull request #275 from benjchristensen/forEach-BlockingObservable
Merge pull request #274 from benjchristensen/0.9-cleanup
Merge pull request #259 from michaeldejong/operation-switch
Merge pull request #273 from billyy/concat
Merge pull request #272 from benjchristensen/BlockingObservable
Merge pull request #269 from benjchristensen/observeOn
Merge pull request #268 from benjchristensen/observeOn-fixes
Merge branch 'master' into combineLatest
Merge pull request #266 from benjchristensen/junit-dep
Merge pull request #265 from jmhofer/swing
Merge pull request #264 from benjchristensen/pull-256-merge-BehaviorSubject
Merge branch 'subject-implementations' of git://github.com/michaeldejong/RxJava into pull-256-merge-BehaviorSubject
Merge pull request #262 from jmhofer/swing
Merge pull request #263 from benjchristensen/publish-replay-cache
Merge pull request #257 from jmhofer/improved-scan
Merge branch 'improved-scan' into swing
Merge branch 'master' into swing
Merge branch 'master' into improved-scan
Merge pull request #255 from jmhofer/fix-build-warnings
Merge pull request #254 from jmhofer/SwingScheduler
Merge branch 'SwingScheduler' into swing
Merge pull request #249 from jmhofer/timestamp
Merge pull request #248 from jmhofer/sample
Merge pull request #253 from Treora/master
Merge branch 'master' into SwingScheduler
Merge branch 'master' into sample
Merged with master from Netflix repo.
Merge remote-tracking branch 'parent/master' into timestamp
Merge pull request #250 from michaeldejong/subject-implementations
Merge pull request #252 from benjchristensen/toFuture
Merge pull request #246 from jmhofer/schedulePeriodically
Merge pull request #245 from mairbek/multisubscribe
Merge pull request #247 from benjchristensen/flatMap-alias-to-mapMany
Merge branch 'master' into multisubscribe
Merge branch 'master' into multisubscribe
Merge branch 'master' into SwingScheduler
Merge branch 'master' into combineLatest
Merge branch 'master' into sample
Merge pull request #244 from benjchristensen/pre-release-changes
Merge pull request #241 from benjchristensen/pull-218-merge-replay
Merge branch 'replay' of git://github.com/johngmyers/RxJava into pull-218-merge-replay
Merge pull request #240 from benjchristensen/fix-TestScheduler
Merge pull request #228 from jmhofer/interval
Merge pull request #231 from mairbek/multicast
Merge pull request #239 from mairbek/sched-priorityqueue
Merge branch 'master' into sched-priorityqueue
Merge pull request #223 from billyy/concat-merge
Merge pull request #238 from benjchristensen/pull-234-merge-ObserveOn
Merge pull request #236 from mairbek/sleepingfix
Merge branch 'master' into sleepingfix
Merge branch 'schedulerf' of git://github.com/mairbek/RxJava into pull-234-merge-ObserveOn
Merge pull request #235 from benjchristensen/schedulers-pull-229-merge
Merge Scheduler/AbstractScheduler
Merge branch 'schedulers' of git://github.com/jmhofer/RxJava into pull-229-merge
Merge pull request #230 from johngmyers/wrap-unsubscribed
Merge pull request #232 from mairbek/naming
Merge branch 'interval' into sample
Merge pull request #225 from benjchristensen/schedulers-merge
Scheduler overloads for Subscribe, ToObservable, From, Merge, Empty
Merge branch 'schedulers' of git://github.com/mairbek/RxJava into schedulers-merge
Merge pull request #224 from benjchristensen/execution-hooks
Merge branch 'issue202' of https://github.com/abliss/RxJava into concat-merge
Merge pull request #222 from joshgord/pull-issue-43-merge
Merge branch 'issue43' of https://github.com/abliss/RxJava into pull-issue-43-merge
Merge branch 'master' of git://github.com/Netflix/RxJava into issue202
Merge pull request #201 from benjchristensen/issue-200-merge-synchronization
Merge pull request #221 from benjchristensen/issue-216-error-handling
Merge pull request #220 from johngmyers/takewhile-predicate
Merge branch 'master' into replay
Merge pull request #215 from benjchristensen/pull-212-manual-merge
Merge branch 'take-test' of git://github.com/johngmyers/RxJava into pull-212-take-merge
Merge branch 'upstream' into issue202
Merge branch 'upstream' into issue43
Merge pull request #211 from benjchristensen/issue-192
Merge pull request #207 from jmhofer/master
Merge pull request #206 from thegeez/list-subscribe
Merge pull request #203 from mairbek/all-operation
Merge pull request #197 from thegeez/take-while
Synchronization of Merge operator (fixes)
Synchronize Observer on OperationMerge
Merge pull request #191 from prabirshrestha/where
Merge pull request #194 from sopel/patch-1
Merge pull request #190 from prabirshrestha/chainDematerialize
Merge pull request #189 from benjchristensen/polishing
Merge pull request #188 from benjchristensen/issue-173
Merge pull request #187 from benjchristensen/issue-148
Merge pull request #186 from benjchristensen/issue-154-osgi
Merge pull request #184 from benjchristensen/issue-57-last
Merge pull request #183 from benjchristensen/groovy-cleanup
Merge pull request #182 from benjchristensen/issue-173-subscriptions
Merge pull request #181 from benjchristensen/osgi
Merge pull request #180 from benjchristensen/formatting-and-cleanup
Merge pull request #179 from benjchristensen/groupBy-review
Merge branch 'groupby' of git://github.com/mairbek/RxJava into groupBy-review
Merge pull request #168 from mairbek/mostrecent
Merge pull request #171 from mairbek/defer
Merge pull request #178 from benjchristensen/GetIterator-review
Merge branch 'getiterator' of git://github.com/mairbek/RxJava into GetIterator-review
Merge pull request #177 from benjchristensen/dematerialize-merge
Merge branch 'dematerialize' of git://github.com/prabirshrestha/RxJava into dematerialize-merge
Merge pull request #151 from mairbek/TakeUntiFunctional
Merge branch 'master' into TakeUntiFunctional
Merge pull request #166 from benjchristensen/next-review
Merge remote-tracking branch 'mairbek/next-new' into next-review
Merge pull request #165 from mairbek/range-fix
Merge pull request #161 from garethbowles/master
Merge pull request #160 from benjchristensen/mairbek_single-merge
Merge remote-tracking branch 'mairbek/single' Added @throws javadocs Suppressed rawtypes warnings
Merge pull request #159 from mairbek/lastOrDefault
Merge branch 'master' into single
Merge pull request #156 from mairbek/toIterable
Merge pull request #155 from benjchristensen/issue-153
Merge pull request #150 from mairbek/code-cleanup
Merge pull request #147 from benjchristensen/issue-45
Merge pull request #146 from benjchristensen/issue-87
Merge pull request #145 from benjchristensen/issue-143
Merge pull request #144 from mairbek/mocks-inorder
Merge pull request #142 from benjchristensen/dev
Merge pull request #140 from mairbek/TakeLast
Merge pull request #138 from mairbek/SequenceEqual
Merge pull request #136 from myfreeweb/patch-1
Merge pull request #137 from mairbek/ranges
Merge pull request #135 from ddeaguiar/idiomatic
Merge pull request #134 from daveray/clj-video-example
Merge pull request #133 from benjchristensen/fixes
Merge pull request #132 from benjchristensen/language-tests-and-examples
Merge pull request #129 from mairbek/code-cleanup
Merge pull request #127 from matthewmichihara/master
Merge pull request #124 from jcacciatore/scala-example-cleanup
Merge pull request #122 from benjchristensen/examples
Merge pull request #121 from daveray/clj-cleanup
Merge pull request #120 from benjchristensen/javadocs
Merge pull request #116 from benjchristensen/refactor
Merge pull request #115 from benjchristensen/examples
Merge pull request #113 from billyy/concat
Merge pull request #108 from abersnaze/subject
Merge pull request #109 from abersnaze/future
Merge commit 'b764ef1b1d76e8ecc9d7a826ee57023ea91c6327' into future
Merge pull request #114 from benjchristensen/examples
Merge pull request #112 from benjchristensen/examples
Merge pull request #111 from benjchristensen/dev
Merge pull request #110 from benjchristensen/build-fix
Merge pull request #107 from benjchristensen/performance
Merge pull request #106 from benjchristensen/function-memoization
Merge pull request #27 from jcacciatore/scala-adaptor
Merge pull request #6 from benjchristensen/refactoring
Merge pull request #5 from benjchristensen/language-adaptor-classes
Merge pull request #4 from benjchristensen/cleanup
Merge pull request #3 from benjchristensen/clojure-adaptor
Merge pull request #2 from benjchristensen/language-adaptors
Merge pull request #1 from benjchristensen/api-and-naming
Merge branch 'multi-project' of github.com:Netflix/gradle-template
Merge pull request #3 from Randgalt/multi-project
Merge commit 'bc662051d8c72ea7b20350b1746e1a8f527c9244' into multi-project
