Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #6456 from preco21/korean-docs-10
Merge pull request #6444 from electron/windows-login-items
Merge pull request #6449 from electron/10.9-transparent
Merge pull request #6448 from electron/tray-next-tick
Merge pull request #6447 from ellerbrock/broken-link-fix
Merge pull request #6446 from electron/accessibility-api
Merge pull request #6442 from electron/circular-references
Merge pull request #6441 from miniak/remove-windows-vista-check
Merge pull request #6443 from robertfirespotter/patch-1
Merge pull request #6438 from develar/patch-2
Merge pull request #6436 from electron/open-external-string16
Merge pull request #6434 from electron/fullscreen-set-bounds
Merge pull request #6433 from electron/fullscreen-button
Merge pull request #6432 from electron/global-unresponsive-suppresser
Merge pull request #236 from electron/devtools-window-bounds
Merge pull request #6431 from electron/show-hidden-files
Merge pull request #6429 from electron/fullscreen-menu-bar
Merge pull request #6428 from electron/toolbar
Merge pull request #235 from electron/modernize-to-c11
Merge pull request #6423 from electron/modernize-to-c11
Merge pull request #6420 from pedrro/master
Merge pull request #234 from electron/remove-unused-using-decls
Merge pull request #6419 from electron/remove-unused-using-decls
Merge pull request #6418 from vsemozhetbyt/patch-1
Merge pull request #6416 from mihaipocorschi/fix-docs-readme
Merge pull request #6417 from electron/thick-frame-maximze
Merge pull request #6415 from electron/thick-frame
Merge pull request #6412 from electron/relaunch-dev-null
Merge pull request #6411 from electron/clear-protocol-handlers
Merge pull request #6404 from electron/default-app-accessibility
Merge pull request #6391 from electron/getlocale-oneline
Merge pull request #6405 from vsemozhetbyt/patch-1
Merge pull request #6403 from devjin0617/devjin0617-patch-1
Merge pull request #6385 from electron/only-use-role-accelerator-in-app-menu
Merge pull request #6375 from electron/login-item
Merge pull request #6392 from vsemozhetbyt/patch-2
Merge pull request #6390 from vsemozhetbyt/patch-1
Merge pull request #6384 from electron/move-faq
Merge pull request #6383 from electron/quit-menu-on-linux
Merge pull request #6382 from vsemozhetbyt/patch-1
Merge pull request #6363 from MarshallOfSound/master
Merge pull request #6379 from Crocmagnon/patch-1
Merge pull request #6377 from electron/docs-update
Merge pull request #6376 from electron/require-package-json-in-default-app
Merge pull request #6372 from electron/linux-icon
Merge pull request #6370 from electron/send-key-event-to-main-menu
Merge pull request #6355 from electron/webview-capture-page
Merge pull request #6369 from electron/remote-object-with-no-constructor
Merge pull request #6368 from vsemozhetbyt/patch-1
Merge pull request #12 from electron/master
Merge pull request #6356 from jonathansampson/patch-1
Merge pull request #6354 from electron/package-json-bom
Merge pull request #6333 from electron/drag-item
Merge pull request #6324 from MarshallOfSound/master
Merge pull request #6313 from MarshallOfSound/silent-notification-when-muted
Merge pull request #231 from MarshallOfSound/master
Merge pull request #6323 from electron/icon-fix
Merge pull request #6322 from electron/chrome-51.0.2704.106
Merge pull request #6309 from electron/app-launcher-rename
Merge pull request #6298 from jhen0409/patch-5
Merge pull request #6315 from electron/fix-extension-match
Merge pull request #6314 from electron/suppress-session-protocol
Merge pull request #6216 from electron/class-docs
Merge pull request #6294 from preco21/korean-docs-9
Merge pull request #6225 from miniak/publish-pdb
Merge pull request #6280 from electron/pop-up-context-menu-windows
Merge pull request #6243 from jnugh/master
Merge pull request #6290 from electron/updated-apis-in-doc-translations
Merge pull request #6289 from electron/lint-specs
Merge pull request #6282 from electron/cookie-set-failed-message
Merge pull request #6281 from electron/cookies-http-only
Merge pull request #6288 from thompsonemerson/patch-4
Merge pull request #6279 from electron/chrome-storage-return
Merge pull request #6269 from Draivin/master
Merge pull request #6278 from electron/ico-native-image-crash
Merge pull request #6274 from thompsonemerson/patch-3
Merge pull request #6272 from thompsonemerson/patch-1
Merge pull request #6273 from thompsonemerson/patch-2
Merge pull request #6266 from thompsonemerson/patch-3
Merge pull request #6265 from thompsonemerson/patch-2
Merge pull request #6263 from thompsonemerson/patch-1
Merge pull request #6244 from electron/frame-subscription-cleanup
Merge pull request #6164 from MaxWhere/master
Merge pull request #6238 from fdelayen/click-top-level-menu
Merge pull request #6233 from electron/clipboard-bookmark-support
Merge pull request #6226 from miniak/fix-uninitialized-member-var
Merge pull request #6221 from SudarAbisheck/master
Merge pull request #6220 from electron/promise-in-main-process
Merge pull request #6218 from electron/clean-up-callback-id
Merge pull request #6213 from electron/reset-search-paths
Merge pull request #6211 from electron/debugging-main-process-docs
Merge pull request #6111 from electron/docs-formatting
Merge pull request #6201 from electron/did-fail-load
Merge pull request #6190 from electron/default-label-and-accelerator
Merge pull request #6180 from jhen0409/patch-4
Merge pull request #6197 from electron/fix-api-call-yosemite
Merge pull request #6198 from electron/fix-session-protocol-test
Merge pull request #6174 from electron/session-docs-cleanup
Merge pull request #6195 from electron/eagerly-require-protocol
Merge pull request #6192 from electron/native-image-api-names
Merge pull request #229 from electron/revert-228-no-whole-archive
Merge pull request #6183 from joshaber/patch-1
Merge pull request #6184 from electron/read-only-command-id
Merge pull request #6182 from electron/format-menu-item
Merge pull request #6175 from miniak/content-protection
Merge pull request #6173 from arifcakiroglu/patch-1
Merge pull request #6172 from electron/session-setuseragent
Merge pull request #6171 from electron/maximize/minimize
Merge pull request #6170 from electron/click-event
Merge pull request #6169 from electron/map-roles-by-command-id
Merge pull request #6168 from electron/forward-delete
Merge pull request #6166 from electron/fullscreen-role
Merge pull request #6154 from electron/quit-role
Merge pull request #6161 from electron/refresh-menu-bar-color
Merge pull request #6159 from electron/tray-get-bounds
Merge pull request #228 from tensor5/no-whole-archive
Merge pull request #11 from electron/master
Merge pull request #6147 from electron/open-item-in-folder
Merge pull request #6145 from electron/app-indicator-id
Merge pull request #6144 from electron/crash-release-renderer
Merge pull request #6140 from electron/parent
Merge branch 'preco21-korean-docs-8'
Merge pull request #6135 from blainesch/patch-1
Merge pull request #6128 from gerhardberger/webview-size-issue
Merge pull request #6136 from MarshallOfSound/master
Merge pull request #6134 from electron/chrome-51.0.2704.103
Merge pull request #6130 from rahatarmanahmed/fix-renderer-stdout
Merge pull request #6068 from electron/redispatch-events
Merge pull request #227 from electron/redispatch-events
Merge pull request #6115 from electron/load-extension-when-added
Merge pull request #6125 from leo/master
Merge pull request #6105 from zephyrzoom/master
Merge pull request #6116 from electron/extensions-app-ready
Merge pull request #6110 from electron/dan/iss6109
Merge pull request #6106 from mjudd/master
Merge pull request #6095 from electron/protocol-ready-bug
Merge pull request #6091 from electron/icon-progress-crash
Merge pull request #6090 from electron/web-navigation-api
Merge pull request #6097 from electron/should-set-tittle
Merge pull request #6089 from brave/window-menu
Merge pull request #6087 from electron/public-app-menu-getter
Merge pull request #6076 from electron/build-from-source
Merge pull request #6092 from electron/doc-typos
Merge pull request #6084 from wolfgang42/master
Merge pull request #6071 from banyudu/patch-2
Merge pull request #6070 from banyudu/patch-1
Merge pull request #6073 from electron/protocol-crash
Merge pull request #6072 from electron/fix-crash-windows
Merge pull request #6052 from electron/doc-entitlements
Merge pull request #6061 from zephyrzoom/master
Merge pull request #6035 from electron/content-scripts-in-web-views
Merge pull request #6053 from electron/flash-docs
Merge pull request #6049 from electron/sys-executable
Merge pull request #6043 from JimiC/patch-1
Merge pull request #6038 from electron/check-alert
Merge pull request #6037 from electron/auto-updater-wait
Merge pull request #226 from electron/fix-crash
Merge pull request #6030 from electron/repl-error-on-windows
Merge pull request #6029 from electron/web-contents-created-app-api
Merge pull request #6026 from electron/ready-to-show
Merge pull request #6027 from Kushagra8888/patch-2
Merge pull request #6023 from electron/ignore-focus
Merge pull request #6022 from tjctw/patch-1
Merge pull request #6013 from miniak/setIgnoreFocus
Merge pull request #6019 from preco21/korean-docs-7
Merge pull request #6012 from miniak/menu-item-roles
Merge pull request #6008 from develar/patch-1
Merge pull request #5999 from greggman/update-menu-docs-1
Merge pull request #6018 from electron/string-map
Merge pull request #5965 from electron/installed-extension-api
Merge pull request #5879 from miniak/autoUpdater
Merge pull request #10 from electron/master
Merge pull request #5974 from electron/chrome-storage-sync
Merge pull request #5989 from electron/dan-remove-node-version-file
Merge pull request #5986 from electron/doc-requires
Merge pull request #5979 from cyberkatze/patch-7
Merge pull request #5978 from cyberkatze/patch-6
Merge pull request #5977 from cyberkatze/patch-5
Merge pull request #5975 from electron/disable-only-specs-on-ci
Merge pull request #5972 from electron/non-writeable-guest-id
Merge pull request #5967 from electron/window-opener-webview
Merge pull request #5964 from electron/manifest-errors
Merge pull request #5966 from electron/felix-docs-windows-store
Merge branch 'master' into chrome-storage-sync
Merge pull request #5959 from electron/download-item-interrupt
Merge pull request #5924 from electron/chrome-i18n-get-message
Merge pull request #5963 from agustinwang/patch-1
Merge pull request #5958 from cyberkatze/patch-4
Merge pull request #5957 from cyberkatze/patch-3
Merge pull request #5956 from cyberkatze/patch-2
Merge pull request #5904 from deepak1556/extension_partition_patch
Merge pull request #5955 from enlight/fix-atom-taskbarhost-typo
Merge pull request #5954 from agustinwang/patch-1
Merge pull request #5952 from enlight/patch-3
Merge pull request #5950 from VReality64/master
Merge pull request #5945 from electron/default-title-to-app-name
Merge pull request #5944 from electron/set-maximizable-last
Merge pull request #5943 from bbondy/master
Merge pull request #5913 from electron/webview-devtools-extensions
Merge pull request #5911 from mafintosh/patch-1
Merge pull request #5921 from electron/webview-show-definition-for-selection
Merge pull request #5942 from enlight/patch-2
Merge pull request #5932 from electron/fix-standard-scheme
Merge pull request #5929 from electron/chrome-update
Merge pull request #5928 from electron/bellow
Merge pull request #5923 from electron/disable-blink-features
Merge pull request #5922 from ekonstantinidis/patch-1
Merge pull request #5915 from electron/remove-result-collection
Merge pull request #5910 from electron/win-click-through
Merge pull request #5907 from VReality64/master
Merge pull request #5906 from ThaddeusJiang/master
Merge pull request #5905 from electron/frameless-title
Merge pull request #5903 from electron/update-target-url
Merge pull request #5901 from electron/screen-docs
Merge pull request #5894 from electron/chrome-runtime-id
Merge pull request #5893 from electron/remove-extension-id-logging
Merge pull request #5898 from electron/native-module-signing
Merge pull request #5890 from jpittner/patch-1
Merge pull request #5889 from electron/disable-gpu
Merge pull request #5888 from electron/linux-focus
Merge pull request #5886 from electron/chrome-update
Merge pull request #5883 from sethlu/update-mas-submission-guide
Merge pull request #5882 from electron/felix-extension-warning-2
Merge pull request #5870 from danhp/missing-roles
Merge pull request #5873 from sourenaraya/patch-1
Merge pull request #5859 from electron/felix-extension-warning
Merge pull request #9 from electron/master
Merge pull request #5849 from preco21/korean-docs-6
Merge pull request #5833 from CharlieHess/osx-global-defaults
Merge pull request #5839 from sqrthree/patch-1
Merge pull request #5837 from electron/restart
Merge pull request #5826 from Pym/patch-1
Merge pull request #5841 from envygeeks/patch-1
Merge pull request #5840 from electron/code-block-name
Merge remote-tracking branch 'upstream/master'
Merge pull request #5829 from electron/rename-frameworks-repo
Merge pull request #5824 from electron/cleanup-web-contents
Merge pull request #5781 from deepak1556/bluetooth_patch
Merge pull request #5823 from ColinEberhardt/patch-1
Merge pull request #5812 from vasumahesh1/feature-pdf
Merge pull request #225 from deepak1556/bluetooth_patch
Merge pull request #5817 from electron/plist-vars
Merge pull request #5820 from electron/session-check
Merge pull request #5819 from gjtorikian/patch-1
Merge pull request #5782 from electron/store-icons
Merge pull request #5776 from electron/fix-node-output
Merge pull request #5770 from electron/clear-before-notice
Merge pull request #5769 from electron/fetch-job-cleanup
Merge pull request #5753 from deepak1556/url_request_fetch_job_patch
Merge pull request #5768 from electron/fix-web-securiy-node-integration
Merge pull request #5766 from kcrt/jpdocs
Merge pull request #5734 from danhp/fix-aspect-ratio
Merge pull request #5763 from electron/window-icon-size
Merge pull request #5720 from danhp/release-single-instance
Merge pull request #5726 from danhp/fix-context-menu
Merge pull request #5718 from felixrieseberg/windows-fullscreenable
Merge pull request #5711 from electron/extension-code-cleanup
Merge pull request #5736 from electron/missing-has-own-property
Merge pull request #5742 from electron/duplicate-hidden-inset-check
Merge pull request #5744 from aaronang/docs-improve-structure-of-source-code
Merge pull request #5738 from electron/remove-deprecated-apis-from-docs
Merge pull request #5670 from electron/custom-fork-docs
Merge pull request #5737 from electron/browser-window-proxy-print
Merge pull request #5725 from electron/clipboard-api-names
Merge pull request #5710 from electron/chrome-lastest-stable
Merge pull request #5701 from danhp/propagate-close
Merge pull request #5700 from felixrieseberg/standard-7
Merge pull request #5689 from cdaringe/master
Merge pull request #5684 from electron/webview-visibilitychange
Merge pull request #5683 from electron/no-more-atom-shell
Merge pull request #5688 from enlight/patch-1
Merge pull request #5687 from electron/fix-invalid-parameter
Merge pull request #5682 from electron/remove-old-run-as-node-env-var
Merge pull request #5658 from danhp/handoff-fallback
Merge pull request #5669 from felixrieseberg/build-instructions
Merge pull request #5681 from electron/default-app-error-handling
Merge pull request #5610 from bigtimebuddy/master
Merge pull request #5648 from electron/chrome51
Merge pull request #224 from electron/chrome51
Merge pull request #5668 from electron/strip-ffmpeg
Merge pull request #5666 from electron/remote-promise-reject
Merge pull request #5662 from electron/electron-require
Merge pull request #5653 from electron/menu-position-fix
Merge pull request #5659 from danhp/patch-2
Merge pull request #5664 from electron/cibuild-ps1
Merge branch 'master' into chrome51
Merge pull request #5638 from deepak1556/iwa_patch
Merge branch 'master' into chrome51
Merge pull request #223 from deepak1556/iwa_patch
Merge pull request #5644 from leethomas/fix/osx-aspect-ratio
Merge pull request #5646 from electron/update-breakpad
Merge pull request #5640 from electron/update-crashpad
Merge pull request #5622 from kcrt/jpmanual
Merge pull request #5634 from deepak1556/net_error_description_patch
Merge pull request #5603 from leethomas/osx-horizontal-sheet-offset
Merge pull request #5631 from electron/x64-by-default-win32
Merge pull request #5630 from electron/env-var-headings
Merge pull request #5625 from electron/doc-headings
Merge pull request #5624 from electron/hicon
Merge pull request #5616 from electron/inherit-zoom
Merge pull request #5617 from electron/dont-return-from-on-functions
Merge pull request #5611 from jviotti/fix/invalid-archive-asar-exec
Merge pull request #5614 from electron/bengotow-remote-docs
Merge pull request #5608 from Gaserd/patch-4
Merge pull request #5606 from electron/process-docs
Merge pull request #5526 from electron/process-stats
Merge pull request #5600 from tensor5/update_clang_only_if_needed
Merge pull request #5604 from preco21/korean-docs-5
Merge pull request #5605 from preco21/document-fixes-5
Merge pull request #5578 from deepak1556/disable_http2_patch
Merge pull request #222 from deepak1556/disable_http2_patch
Merge pull request #5602 from electron/static-linking-vs-runtime
Merge pull request #5601 from electron/team-id
Merge pull request #5588 from brunoqueiros/error-message
Merge pull request #5595 from miniak/asar-fix
Merge pull request #5587 from kcrt/master
Merge pull request #5594 from Gaserd/patch-3
Merge pull request #5589 from Gaserd/patch-2
Merge pull request #5584 from electron/sandbox-no-expl
Merge pull request #5582 from electron/notification-user-info
Merge pull request #5580 from electron/annoymous-web-contents
Merge pull request #5574 from electron/devtools-extension-test
Merge pull request #5575 from electron/link-to-spectron
Merge pull request #5559 from electron/disable-webview
Merge pull request #5576 from electron/title-tweaks
Merge pull request #5567 from felixrieseberg/versioning
Merge pull request #221 from electron/no-link-libnotify
Merge pull request #5557 from electron/osx-buttons
Merge pull request #5542 from stevekinney/standardize-requires
Merge pull request #5540 from kcrt/master
Merge pull request #5509 from electron/bengotow/dialog-titles
Merge pull request #5532 from stevekinney/patch-2
Merge pull request #5533 from stevekinney/patch-3
Merge pull request #5538 from electron/vs2015-runtime
Merge pull request #5537 from electron/suppress-more-tests
Merge pull request #5530 from stevekinney/patch-1
Merge pull request #5535 from Godoy/translate-pt-br
Merge pull request #5531 from kcrt/patch-1
Merge pull request #5525 from stanfieldr/doc-improvements
Merge pull request #5534 from kcrt/master
Merge pull request #5522 from Wolfer/patch-1
Merge pull request #5413 from electron/process-resource-usage
Merge pull request #5519 from danhp/context-menu-docs
Merge pull request #5518 from danhp/popup-show-all
Merge pull request #5461 from electron/chrome50
Merge pull request #219 from deepak1556/devtools_lifecycle_events_patch
Merge pull request #5513 from danhp/patch-1
Merge pull request #5508 from electron/bengotow/docs-tweaks
Revert "Merge pull request #218 from deepak1556/devtools_extensions_load_patch"
Merge pull request #5502 from anthonyryan1/master
Merge pull request #218 from deepak1556/devtools_extensions_load_patch
Merge pull request #5504 from dalabarge/patch-1
Merge pull request #5501 from ecmadao/patch-1
Merge pull request #5500 from radarhere/master
Merge pull request #5496 from deepak1556/linux_dialog_icon_patch
Merge pull request #5489 from felixrieseberg/windows-store-guide
Merge pull request #5487 from felixrieseberg/windows-dialog-array
Merge branch '1-0-release'
Merge pull request #5491 from electron/key-weak-map
Merge pull request #5490 from electron/webcontents-event
Merge branch 'master' of https://github.com/electron/electron
Merge branch '1-0-release'
Merge pull request #5486 from electron/fix-dump-version-info-js
Merge pull request #5485 from preco21/korean-docs-4
Merge pull request #5480 from preco21/patch-3
Merge pull request #5477 from danhp/download-bounce
Merge pull request #5479 from electron/widevine-path
Merge branch 'document-fixes-4' of https://github.com/preco21/electron into preco21-document-fixes-4
Merge pull request #5473 from preco21/korean-docs-3
Merge pull request #5471 from nickytonline/fix-readme
Merge pull request #5462 from zicai/patch-1
Merge pull request #5459 from electron/soft-warning
Merge pull request #5373 from electron/remove-deprecated-apis
Merge pull request #5406 from deepak1556/protocol_standard_scheme_patch
Merge pull request #5440 from electron/bengotow/remove-default-protocol
Merge pull request #5445 from electron/fix-flaky-tests
Merge pull request #5444 from electron/expiration-date
Merge pull request #5436 from stevekinney/refactor-parse-args-in-dialog
Merge pull request #5432 from stevekinney/default-app-to-es6
Merge pull request #5418 from felixrieseberg/security-guide
Merge pull request #5430 from deepak1556/ipc_renderer_patch
Merge pull request #5428 from miniak/update-app-manifest
Merge pull request #5431 from deepak1556/devtools_file_system_indexer_patch
Merge pull request #217 from deepak1556/devtools_file_system_indexer_patch
Merge pull request #5426 from electron/vendor-link-in-docs
Merge pull request #5425 from electron/remove-atom-org-links
Merge pull request #5424 from electron/windows-installer-docs
Merge pull request #5423 from electron/fix-spacing-app-doc
Merge pull request #5421 from electron/default-app-flag
Merge pull request #5412 from electron/osx-disable-rubber-banding
Merge pull request #5409 from electron/did-fail-load-clarification
Merge pull request #5411 from electron/min-max-size-docs
Merge pull request #5408 from electron/ld-update-code-of-conduct
Merge branch 'update-code-samples' of https://github.com/stevekinney/electron into stevekinney-update-code-samples
Merge pull request #5401 from electron/ns-js-object
Merge pull request #5352 from CharlieHess/hands-on-hand-off
Merge pull request #5388 from electron/default-app-styling
Merge pull request #5393 from appetizermonster/patch-2
Merge pull request #5379 from danhp/context-menu
Merge pull request #5383 from preco21/korean-docs-2
Merge pull request #5387 from preco21/patch-1
Merge pull request #5378 from CGamesPlay/master
Merge pull request #5371 from adambuckland/fix_auto_update_error
Merge pull request #5367 from sindresorhus/patch-1
Merge pull request #5382 from danhp/patch-1
Merge pull request #5377 from electron/custom_compiler
Merge remote-tracking branch 'origin/master' into hands-on-hand-off
Merge branch 'master' of https://github.com/atom/atom-shell
Merge pull request #5372 from electron/update-appveyor
Merge pull request #5366 from electron/bootstrap-libchromiumcontent
Merge remote-tracking branch 'refs/remotes/electron/master'
Merge remote-tracking branch 'refs/remotes/electron/master'
Merge pull request #5365 from TyanNN/master
Merge pull request #5360 from miniak/patch-1
Merge pull request #5361 from preco21/korean-docs
Merge pull request #5357 from TyanNN/master
Merge pull request #5359 from electron/windows-pdb
Merge pull request #5358 from electron/windows-ci
Merge pull request #5353 from electron/update-old-bracket-notation-in-translations
Merge pull request #5349 from electron/link-to-electron-prebuilt
Merge pull request #5346 from electron/update-quick-start-code
Merge pull request #5347 from rhedshi/patch-1
Merge branch 'master' of https://github.com/atom/atom-shell
Merge pull request #5340 from electron/create-user-data
Merge pull request #5334 from miniak/fix-screen-events
Merge pull request #5332 from Stone-Jay/patch-7
Merge pull request #5300 from electron/default-app-styles
Merge pull request #5320 from deepak1556/desktopcapture_api_patch
Merge pull request #5319 from deepak1556/webcontents_executejavascript_patch
Merge pull request #5302 from ritazh/default-protocol-handler
Merge pull request #5315 from deepak1556/download_manager_patch
Merge pull request #5314 from Stone-Jay/patch-6
Merge pull request #5311 from electron/fix-singleton
Merge pull request #5310 from electron/ci-no-clean
Merge pull request #5298 from phamdaniel/fix-mac-accelerators
Merge pull request #5301 from electron/webframe-docs
Merge pull request #5293 from electron/native-gc
Merge branch 'MarshallOfSound-master'
Merge pull request #5290 from arifcakiroglu/master
Merge branch 'michal1106-patch-1'
Merge pull request #5282 from electron/system-preferences
Merge pull request #5280 from electron/better-wrappable
Merge pull request #5263 from miniak/mac-fix-maximize
Merge pull request #5249 from electron/api-summaries
Merge pull request #5260 from fierroformo/fix-spanish-docs
Merge pull request #5253 from preco21/master
Merge pull request #5252 from miniak/doc-fix
Merge pull request #5254 from preco21/document-fixes-3
Merge pull request #5244 from electron/disable-node-in-web-view-when-disabled-in-parent
Merge pull request #5250 from electron/felix/camelCase
Merge pull request #5247 from djpereira/patch-1
Merge pull request #5238 from electron/felix/appx-detection
Merge pull request #5237 from electron/set-path-no-create
Merge pull request #5236 from electron/short-ss-path
Merge pull request #5233 from electron/remove-no-exception
Merge pull request #5231 from deepak1556/open_external_pemission_patch
Merge pull request #5199 from Mr0grog/5183-disambiguate-loading-from-main-frame-loading
Merge pull request #5219 from atdrago/master
Merge pull request #5222 from Stone-Jay/master
Merge pull request #5213 from rmcdonald/patch-1
Merge pull request #5223 from electron/remote-cleanup
Merge pull request #5197 from deepak1556/client_certificate_patch
Merge pull request #5214 from alexgleason/docs-downloaditem-typo
Merge pull request #5208 from deepak1556/devtools_dock_state_patch
Merge pull request #215 from deepak1556/devtools_dock_state_patch
Merge pull request #5202 from electron/updating-submodules
Merge pull request #5143 from felixrieseberg/debug-instructions
Merge pull request #5218 from electron/style-fix
Merge pull request #4922 from electron/bengotow/sheet-offset
Merge pull request #5147 from deepak1556/devtools_network_controller_patch
Merge pull request #5203 from Stone-Jay/master
Merge pull request #5196 from raybooysen/patch-1
Merge pull request #5168 from electron/jlord-patch-1
Merge pull request #5205 from electron/mas-fix
Merge pull request #3 from electron/master
Merge pull request #5194 from Stone-Jay/patch-5
Merge pull request #5192 from andrewda/patch-1
Merge pull request #5191 from electron/initialize-embedder
Merge pull request #5184 from miniak/fix-docs
Merge pull request #5176 from shokmaster/patch-1
Merge pull request #5169 from Stone-Jay/patch-4
Merge pull request #5167 from Stone-Jay/patch-3
Merge pull request #213 from 3v1n0/linux-notifications-append
Merge pull request #5166 from preco21/master
Merge pull request #5161 from electron/felix/iss5097
Merge pull request #5159 from djpereira/patch-1
Merge pull request #5157 from christoth/master
Merge pull request #212 from deepak1556/devtools_network_controller_patch
Merge pull request #2 from Stone-Jay/patch-4
Merge pull request #214 from electron/fix-notification
Merge pull request #5155 from electron/mac-background-color
Merge pull request #5117 from deepak1556/devtools_security_panel_patch
Merge pull request #5153 from electron/fix-frameless-background
Merge pull request #5152 from electron/fix-win-printing
Merge pull request #5146 from Stone-Jay/patch-2
Merge pull request #208 from deepak1556/devtools_security_panel_patch
Merge pull request #5141 from electron/optimize-visibility-state
Merge pull request #5137 from electron/fix-did-fail-load
Merge pull request #211 from 3v1n0/notifications-tags
Merge pull request #210 from 3v1n0/notify-check-actions-cap
Merge pull request #5136 from electron/gc-timer
Merge pull request #5131 from electron/focus-delay
Merge pull request #1 from electron/master
Merge pull request #5119 from electron/hijack-reload
Merge pull request #5118 from electron/webview-no-script
Merge pull request #5114 from anshao/master
Merge pull request #5108 from preco21/master
Merge pull request #5102 from Stone-Jay/patch-1
Merge branch '5074-did-get-response-details-resource-type' of https://github.com/Mr0grog/electron into Mr0grog-5074-did-get-response-details-resource-type
Merge pull request #5091 from electron/electron-asar-in-stack-traces
Merge pull request #5030 from deepak1556/webrequest_response_headers_patch
Merge pull request #207 from deepak1556/localized_media_strings_patch
Merge pull request #5072 from sneakypete81/master
Merge pull request #5073 from electron/naming-things
Merge pull request #5079 from electron/set-node-version-to-5-dot-10
Merge pull request #5086 from electron/no-throttling
Merge pull request #5070 from christoth/master
Merge pull request #5064 from electron/upgrade-asar-for-graceful-fs-warning
Merge pull request #5075 from electron/upgrade-ci-node
Merge pull request #5061 from electron/rename-ipc-events
Merge pull request #5063 from electron/mention-codesigning
Merge pull request #5048 from preco21/master
Merge pull request #5029 from Mr0grog/5013-add-main-frame-param-for-did-fail-load
Merge pull request #5009 from deepak1556/context_creation_patch
Merge pull request #4968 from phamdaniel/exit-events
Merge pull request #4986 from Aluxian/Aluxian-patch-1
Merge pull request #5056 from electron/fix-a11y-reader
Merge pull request #5040 from electron/python2
Merge pull request #4924 from electron/bengotow/osx-tray-templates
Merge pull request #5068 from electron/fix-ci
Merge remote-tracking branch 'refs/remotes/electron/master'
Merge pull request #5033 from electron/fix-buffer-crash
Merge pull request #4978 from electron/new-electron-org
Merge pull request #4998 from atom/node-5.10.0
Merge pull request #4997 from atom/default-app-background-color
Merge pull request #4988 from atom/accelerator-docs
Merge pull request #4996 from atom/osx-no-white-flash
Merge pull request #4995 from atom/fix-white-flash
Merge pull request #4993 from atom/background-color
Merge remote-tracking branch 'upstream/master'
Merge pull request #4989 from atom/document-option-vs-alt
Merge pull request #4897 from atom/node-integration-inheritance
Merge pull request #4976 from atom/electron-resources
Merge pull request #4969 from atom/null-dialog-callback
Merge pull request #4956 from atom/default-app-asar
Merge pull request #4982 from atom/fix-windows
Merge pull request #4981 from atom/member-object-reference
Merge pull request #4917 from deepak1556/new_window_disposition_patch
Merge pull request #4955 from atom/remove-node-integration-disable-path
Merge pull request #4909 from atom/standard
Merge pull request #4964 from jwheare/app-command-docs
Merge pull request #4963 from preco21/document-fixes-2
Merge pull request #4962 from erkyrath/doc-issue-4884
Merge pull request #4959 from atom/check-url-before-opening
Merge pull request #4970 from felixrieseberg/dialog-note
Merge pull request #4929 from deepak1556/url_request_fetch_job_patch
Merge pull request #4926 from preco21/master
Merge pull request #4965 from atom/docs-get-locale
Merge pull request #4902 from hdwong/master
Merge pull request #4901 from yucheng-inc/master
Merge pull request #4885 from ArekSredzki/patch-1
Merge pull request #4896 from felixrieseberg/default-protocol-handler
Merge pull request #4843 from jwheare/mac-swipe-events
Merge pull request #4892 from deepak1556/v8_util_patch
Merge pull request #4 from deepak1556/dictionary_patch
Merge pull request #4887 from sergeybekrin/master
Merge pull request #4861 from OctoHuman/master
Merge pull request #4947 from preco21/document-fixes
Merge pull request #4941 from atom/black-background
Merge pull request #112 from mitchhentges/master
Merge pull request #4921 from roramirez/curl_build_linux
Merge pull request #4920 from PierBover/master
Merge pull request #4923 from guatedude2/master
Merge pull request #4927 from atom/node-5.9.1
Merge pull request #4854 from preco21/master
Merge pull request #4869 from atom/fix-set-destructor
Merge pull request #4883 from atom/repl
Merge pull request #4911 from atom/link-newline
Merge pull request #4910 from atom/update-structure-doc
Merge pull request #9 from heyunjiang/master
Merge pull request #4872 from atom/destructured-assignment
Merge pull request #4851 from k0kubun/app-doc-set-name
Merge pull request #4864 from miniak/fix-menu-api-doc
Merge pull request #4871 from atom/add-more-camel-case-options
Merge pull request #4846 from atom/rest-parameters
Merge pull request #4840 from atom/undefined-menu-accelerator
Merge pull request #4845 from atom/node-version-file
Merge pull request #4831 from atom/docs-cleanup
Merge pull request #4853 from preco21/patch-9
Merge pull request #4860 from chadluo/master
Merge pull request #4829 from atom/deprecated-browser-window-options
Merge pull request #4821 from yucheng-inc/master
Merge pull request #4837 from atom/breakpad-server
Merge pull request #4812 from thanpolas/patch-1
Merge pull request #4805 from atom/automatically-set-app-model-id
Merge pull request #4836 from atom/get-native-handle-osx
Merge pull request #4791 from atom/nativeimage-as-nsimage
Merge pull request #205 from felixrieseberg/fix-win-not
Merge pull request #8 from heyunjiang/master
Merge pull request #4803 from yucheng-inc/master
Merge pull request #4777 from deepak1556/webview_background_patch
Merge pull request #4804 from deepak1556/devtools_workspace_patch
Merge pull request #204 from deepak1556/workspace_patch
Merge pull request #7 from heyunjiang/master
Merge pull request #6 from heyunjiang/master
Merge pull request #4793 from atom/gtk-dialog-extension
